,Unnamed: 0,Application ID,Project Name,Name of Approved Vendor,group,lat,lon,Size (kW AC),Address,Ordinal,Lottery Status,Block,Queue Number,Small Subscribers,formatted_address,accuracy,type,clean_add,man_update,town,lat_deg_dec_min,lon_deg_dec_min,area_ov,field_ID,shape_file_ID,CALCACRES,geometry
20,650,1564,9403 North Solon - McHenry (South),"Borrego Solar Systems, Inc.",B,42.461874,-88.279363,2000.0,"9403 North Solon Road, Richmond, IL  60071",322,Waitlist,,,Yes,"9403 N North Solon Rd, Richmond, IL 60071, USA",ROOFTOP,street_address,"9403 North Solon Road, Richmond, IL  60071",0.0,,,,2822.893641482766,3601,55,42.86,"POLYGON ((888347.2004693553 4711892.299791771, 888372.6412755549 4711495.2774605, 888054.4796509473 4711470.465441828, 887999.3040763377 4711508.352622584, 887974.8724775237 4711543.314429766, 887965.0442116461 4711636.365621657, 887980.2568930443 4711651.119535202, 887966.0291454638 4711865.594615492, 887961.6464231429 4711931.658509736, 888269.4751999169 4711961.130587437, 888277.4994836055 4711883.900418306, 888347.2004693553 4711892.299791771))"
21,656,1514,9403 North Solon - McHenry (North),"Borrego Solar Systems, Inc.",B,42.461874,-88.279363,2000.0,"9403 North Solon Road, Richmond, IL  60071",328,Waitlist,,,Yes,"9403 N North Solon Rd, Richmond, IL 60071, USA",ROOFTOP,street_address,"9403 North Solon Road, Richmond, IL  60071",0.0,,,,2822.893641482766,3601,55,42.86,"POLYGON ((888347.2004693553 4711892.299791771, 888372.6412755549 4711495.2774605, 888054.4796509473 4711470.465441828, 887999.3040763377 4711508.352622584, 887974.8724775237 4711543.314429766, 887965.0442116461 4711636.365621657, 887980.2568930443 4711651.119535202, 887966.0291454638 4711865.594615492, 887961.6464231429 4711931.658509736, 888269.4751999169 4711961.130587437, 888277.4994836055 4711883.900418306, 888347.2004693553 4711892.299791771))"
22,672,2426,Syncarpha Harmony Hill,"Syncarpha Solar, LLC",B,42.1987669,-88.562473,2000.0,"8909 Harmony Hill Road, Marengo, IL  60152",345,Waitlist,,Q18-00114,Yes,"8909 Harmony Hill Rd, Marengo, IL 60152, USA",ROOFTOP,street_address,"8909 Harmony Hill Road, Marengo, IL  60152",0.0,,,,2822.893641482766,2908,55,16.45,"POLYGON ((866484.7252267911 4681591.639452646, 866581.399534068 4681597.017288608, 866588.4981403039 4681463.056571318, 866571.0547589873 4681465.661529452, 866555.8121187858 4681457.715698997, 866528.0658789978 4681424.380046455, 866523.2109759005 4681366.662736849, 866523.4792991935 4681362.85766557, 866289.8731189896 4681344.187809124, 866263.7246775441 4681579.34538749, 866484.7252267911 4681591.639452646))"
23,675,2088,Harvard Solar II - 06766,"Nexamp Solar, LLC",B,42.437306299999996,-88.5684847,2000.0,"19033 Route 173, Harvard, IL  60033",349,Waitlist,,,Yes,"19033 IL-173, Harvard, IL 60033, USA",ROOFTOP,street_address,"19033 Route 173, Harvard, IL  60033",0.0,,,,1213.9665147074677,2417,55,0.77,"POLYGON ((864508.8063597038 4707886.622592541, 864538.8950611789 4707889.50507108, 864514.9697160088 4707850.992656321, 864454.0918934947 4707754.722151914, 864435.1931704199 4707753.327146515, 864508.8063597038 4707886.622592541))"
24,736,2086,Harvard Solar I - 06186,"Nexamp Solar, LLC",B,42.437306299999996,-88.5684847,2000.0,"19033 Route 173, Harvard, IL  60033",418,Waitlist,,,Yes,"19033 IL-173, Harvard, IL 60033, USA",ROOFTOP,street_address,"19033 Route 173, Harvard, IL  60033",0.0,,,,1213.9665147074677,2417,55,0.77,"POLYGON ((864508.8063597038 4707886.622592541, 864538.8950611789 4707889.50507108, 864514.9697160088 4707850.992656321, 864454.0918934947 4707754.722151914, 864435.1931704199 4707753.327146515, 864508.8063597038 4707886.622592541))"
25,730,1574,IL_McHenry_Murray,"SolAmerica IL, LLC",B,42.365826899999995,-88.50144,2000.0,"3308-3718 Murray Road, Woodstock, IL  60098",409,Waitlist,,Q17-00613,Yes,"3308 Murray Rd, Woodstock, IL 60098, USA",RANGE_INTERPOLATED,street_address,"3308-3718 Murray Road, Woodstock, IL  60098",0.0,,,,1089.2022599720417,5999,55,6.52,"POLYGON ((870715.6767511705 4700356.256335736, 870653.3673894187 4700284.500270586, 870580.2293105009 4700182.253621357, 870578.8675593785 4700142.493028138, 870585.1522153859 4700112.66786826, 870591.3343902475 4700040.04070831, 870632.6365640356 4699960.361005618, 870543.059140478 4699955.2097107, 870525.6687696746 4700055.135971658, 870514.6708535985 4700138.513624106, 870500.379969688 4700178.305362418, 870485.8853229921 4700184.930436301, 870463.8559043908 4700171.896164638, 870460.8414401794 4700167.630740996, 870457.5788602883 4700248.72930278, 870503.2474467587 4700208.121351542, 870549.5224779103 4700188.431540643, 870580.9307921181 4700231.360985072, 870647.4798735603 4700352.973672323, 870715.6767511705 4700356.256335736))"
26,861,1716,Marengo 2,"DG Illinois Solar, LLC",B,42.25974,-88.62587,2000.0,"42.259740, -88.625870, Marengo 60152",26,Accepted,1.0,,Yes,,,,,, Marengo 60152,,,2822.893641482766,9889,55,63.22,"POLYGON ((860957.456422518 4688436.091523742, 860986.8170386056 4687954.468955847, 860887.9832590986 4687949.168856802, 860912.9481708109 4687506.594369715, 860922.6795093941 4687335.409009861, 860779.3680397253 4687329.187462324, 860772.6094087986 4687399.545611616, 860724.043550093 4687401.216902605, 860723.5210774621 4687426.678367651, 860675.0057584795 4687425.088617114, 860650.8574480899 4687940.224081379, 860746.9627989198 4687944.182121014, 860746.741824823 4687949.174841953, 860756.6207900463 4687943.702484914, 860757.1641650916 4688012.206991699, 860744.6453441151 4688341.919639748, 860729.2682142553 4688344.291293276, 860726.9786749519 4688396.055979724, 860741.8801489406 4688399.17004751, 860731.8191242295 4688505.552884793, 860722.2652174158 4688502.624627462, 860722.1647824212 4688504.914397879, 860721.957255105 4688509.815711943, 860720.2966182083 4688525.942132059, 860778.5643928067 4688493.554340312, 860915.8872518599 4688444.603724446, 860957.456422518 4688436.091523742))"
27,899,1715,Marengo 1,"DG Illinois Solar, LLC",B,42.25974,-88.62587,2000.0,"42.259740, -88.625870, Marengo 60152",277,Waitlist,,,Yes,,,,,, Marengo 60152,,,2822.893641482766,9889,55,63.22,"POLYGON ((860957.456422518 4688436.091523742, 860986.8170386056 4687954.468955847, 860887.9832590986 4687949.168856802, 860912.9481708109 4687506.594369715, 860922.6795093941 4687335.409009861, 860779.3680397253 4687329.187462324, 860772.6094087986 4687399.545611616, 860724.043550093 4687401.216902605, 860723.5210774621 4687426.678367651, 860675.0057584795 4687425.088617114, 860650.8574480899 4687940.224081379, 860746.9627989198 4687944.182121014, 860746.741824823 4687949.174841953, 860756.6207900463 4687943.702484914, 860757.1641650916 4688012.206991699, 860744.6453441151 4688341.919639748, 860729.2682142553 4688344.291293276, 860726.9786749519 4688396.055979724, 860741.8801489406 4688399.17004751, 860731.8191242295 4688505.552884793, 860722.2652174158 4688502.624627462, 860722.1647824212 4688504.914397879, 860721.957255105 4688509.815711943, 860720.2966182083 4688525.942132059, 860778.5643928067 4688493.554340312, 860915.8872518599 4688444.603724446, 860957.456422518 4688436.091523742))"
28,867,3994,CMJ Harmony CSG 1,"St. Clair Solar, LLC",B,42.155535,-88.539881,2000.0,"42.155535, -88.539881, Marengo 60140",101,Waitlist,,18-00614,Yes,,,,,, Marengo 60140,,,2567.3969282056046,3002,55,71.13,"POLYGON ((868661.7836993943 4677272.516450078, 868669.9667050687 4677210.643887804, 868847.8661075617 4677218.082648785, 868891.3164565428 4676496.419710714, 868504.3856244336 4676478.531628136, 868479.6139902252 4676873.520171086, 868463.3150985357 4677091.067270334, 868495.7610650442 4677097.775985882, 868487.8676116498 4677262.809199653, 868661.7836993943 4677272.516450078))"
29,906,4008,CMJ Harmony CSG 2,"St. Clair Solar, LLC",B,42.155535,-88.539881,2000.0,"42.155535, -88.539881, Marengo 60140",347,Waitlist,,18-00615,Yes,,,,,, Marengo 60140,,,2567.3969282056046,3002,55,71.13,"POLYGON ((868661.7836993943 4677272.516450078, 868669.9667050687 4677210.643887804, 868847.8661075617 4677218.082648785, 868891.3164565428 4676496.419710714, 868504.3856244336 4676478.531628136, 868479.6139902252 4676873.520171086, 868463.3150985357 4677091.067270334, 868495.7610650442 4677097.775985882, 868487.8676116498 4677262.809199653, 868661.7836993943 4677272.516450078))"
30,890,1733,Richmond,"DG Illinois Solar, LLC",B,42.44119,-88.30244,2000.0,"42.441190, -88.302440, Richmond 60071",249,Waitlist,,,Yes,,,,,, Richmond 60071,,,2822.893641482766,13875,55,27.72,"POLYGON ((886267.3283806436 4709734.099612425, 886466.2999976453 4709743.76711164, 886486.2577496974 4709484.543779992, 886494.8993279674 4709346.143397489, 886149.0398130846 4709327.060306554, 886136.1625227006 4709361.476821455, 886111.1826898056 4709487.374422284, 886401.6831488984 4709511.955099069, 886394.2897339612 4709580.299824513, 886332.1446438849 4709580.975645244, 886321.7304517686 4709585.291894462, 886316.5832450141 4709629.404522024, 886372.5512918341 4709638.42450718, 886379.0927279068 4709645.963673956, 886100.638633789 4709620.804111407, 886095.1845926867 4709725.735625768, 886267.3283806436 4709734.099612425))"
0,10,3190,"Moraine Solar, LLC","Cypress Creek Renewables, LLC",A,40.3789034,-88.8435837,2000.0,"6450 County Rd 2200 E, Downs, IL  61736",13,Accepted,1.0,,Yes,"6450 County Rd 2200 E, Downs, IL 61736, USA",RANGE_INTERPOLATED,street_address,"6450 County Rd 2200 E, Downs, IL  61736",0.0,,,,1244.7713989851811,8079,56,34.0,"POLYGON ((852484.0575678794 4478366.186650263, 852870.2836024971 4478127.817319416, 852879.3269148387 4477973.217139575, 852533.6253927982 4477954.628851982, 852420.2379748222 4478014.645639637, 852394.0732045949 4478363.354118261, 852484.0575678794 4478366.186650263))"
1,51,2159,Heyworth Solar2,"Geronimo Energy, LLC",A,40.289857299999994,-89.1308316,2000.0,"6998 County Rd 50 N, McLean, IL  61754",68,Waitlist,,,Yes,"6998 County Rd 50 N, McLean, IL 61754, USA",RANGE_INTERPOLATED,street_address,"6998 County Rd 50 N, McLean, IL  61754",0.0,,,,1640.854226307273,10279,56,1.59,"POLYGON ((828843.9345734244 4467099.56382553, 828842.680354404 4467128.066738972, 828872.6780759594 4467134.391410238, 828866.049425805 4467210.568253254, 828915.0512313689 4467213.893921475, 828926.8072387718 4467104.932312334, 828843.9345734244 4467099.56382553))"
2,218,2157,Heyworth Solar 1,"Geronimo Energy, LLC",A,40.289857299999994,-89.1308316,2000.0,"6998 County Rd 50 N, McLean, IL  61754",290,Waitlist,,,Yes,"6998 County Rd 50 N, McLean, IL 61754, USA",RANGE_INTERPOLATED,street_address,"6998 County Rd 50 N, McLean, IL  61754",0.0,,,,1640.854226307273,10279,56,1.59,"POLYGON ((828843.9345734244 4467099.56382553, 828842.680354404 4467128.066738972, 828872.6780759594 4467134.391410238, 828866.049425805 4467210.568253254, 828915.0512313689 4467213.893921475, 828926.8072387718 4467104.932312334, 828843.9345734244 4467099.56382553))"
3,143,1222,Kieser Solar I,"AES DE DevCo NC, LLC",A,40.440428000000004,-89.0077,2000.0,"502 Lutz Rd., Bloomington, IL  61704",184,Waitlist,,,Yes,"502 Lutz Rd, Bloomington, IL 61704, USA",ROOFTOP,street_address,"502 Lutz Rd., Bloomington, IL  61704",0.0,,,,2822.893641482766,10916,56,63.33,"POLYGON ((838792.8392652688 4484635.324230529, 838807.0633842361 4484416.483387363, 838814.4256015901 4484407.530825038, 838816.9253738043 4484350.976233322, 838814.7401223911 4484343.39947737, 838836.2967606871 4484056.515258132, 838827.2348875669 4483951.565481843, 838449.9895969077 4483930.732454558, 838393.5936956985 4484614.571393157, 838563.0696232913 4484624.952186266, 838576.5058528836 4484631.656441553, 838670.8430309476 4484640.394136338, 838681.1355118514 4484642.252789521, 838688.3636295508 4484638.114346111, 838694.8315519108 4484628.134679958, 838701.6926895964 4484612.394326088, 838697.5244400608 4484571.590303758, 838685.0296190458 4484551.058443855, 838662.1638433898 4484529.820501688, 838640.3711505674 4484509.813522252, 838622.9775951154 4484476.2133664, 838632.4809397734 4484438.65597205, 838650.2864511671 4484398.191123523, 838658.5633766244 4484412.647328243, 838659.9270665105 4484426.631865712, 838745.2028167427 4484432.437612752, 838733.0662754227 4484593.691305322, 838734.428868528 4484607.676790344, 838743.8593153093 4484622.211571424, 838758.2911851362 4484631.299413891, 838771.8835267085 4484635.696517758, 838792.8392652688 4484635.324230529))"
4,232,1285,Kieser Solar II,"AES DE DevCo NC, LLC",A,40.440428000000004,-89.0077,2000.0,"502 Lutz Rd., Bloomington, IL  61704",307,Waitlist,,,Yes,"502 Lutz Rd, Bloomington, IL 61704, USA",ROOFTOP,street_address,"502 Lutz Rd., Bloomington, IL  61704",0.0,,,,2822.893641482766,10916,56,63.33,"POLYGON ((838792.8392652688 4484635.324230529, 838807.0633842361 4484416.483387363, 838814.4256015901 4484407.530825038, 838816.9253738043 4484350.976233322, 838814.7401223911 4484343.39947737, 838836.2967606871 4484056.515258132, 838827.2348875669 4483951.565481843, 838449.9895969077 4483930.732454558, 838393.5936956985 4484614.571393157, 838563.0696232913 4484624.952186266, 838576.5058528836 4484631.656441553, 838670.8430309476 4484640.394136338, 838681.1355118514 4484642.252789521, 838688.3636295508 4484638.114346111, 838694.8315519108 4484628.134679958, 838701.6926895964 4484612.394326088, 838697.5244400608 4484571.590303758, 838685.0296190458 4484551.058443855, 838662.1638433898 4484529.820501688, 838640.3711505674 4484509.813522252, 838622.9775951154 4484476.2133664, 838632.4809397734 4484438.65597205, 838650.2864511671 4484398.191123523, 838658.5633766244 4484412.647328243, 838659.9270665105 4484426.631865712, 838745.2028167427 4484432.437612752, 838733.0662754227 4484593.691305322, 838734.428868528 4484607.676790344, 838743.8593153093 4484622.211571424, 838758.2911851362 4484631.299413891, 838771.8835267085 4484635.696517758, 838792.8392652688 4484635.324230529))"
9,199,1260,ASD MCLEAN IL SOLAR V,ASD McLean IL Solar V LLC,A,40.742745500000005,-88.8336033,2000.0,"31177 N 2280 East Rd, Gridley, IL  61744",260,Waitlist,,,Yes,"31177 N 2280 East Rd, Gridley, IL 61744, USA",RANGE_INTERPOLATED,street_address,"31177 N 2280 East Rd, Gridley, IL  61744",0.0,,,,235.67995476012993,2909,56,23.78,"POLYGON ((852232.5909080565 4518333.349758057, 851827.648663945 4518309.433460084, 851814.0215616799 4518545.565567434, 852217.1042118144 4518572.923397959, 852232.5909080565 4518333.349758057))"
10,318,1810,Heyworth Renewables I 06827,"HEYWORTH RENEWABLES I, LLC",A,40.297880600000006,-88.9737373,2000.0,"15400 E 100 North Rd, Heyworth, IL  61745",414,Waitlist,,,Yes,"15400 E 100 North Rd, Heyworth, IL 61745, USA",RANGE_INTERPOLATED,street_address,"15400 E 100 North Rd, Heyworth, IL  61745",0.0,,,,291.3707894782336,16566,56,94.67,"POLYGON ((842637.8646326121 4469435.914211465, 842655.3015154414 4469180.953657321, 842506.8542993872 4469167.363804257, 842511.0739367609 4469105.208460601, 842658.5110344607 4469114.906647046, 842689.9561395324 4468640.448813337, 842234.9883114588 4468614.655871628, 842169.2067519557 4469020.521480199, 842125.9881742552 4469300.486770291, 842113.9449898682 4469383.553298935, 842112.1113355088 4469407.886658352, 842637.8646326121 4469435.914211465))"
11,369,1911,Heyworth Renewables II 06924,"HEYWORTH RENEWABLES II, LLC",A,40.297880600000006,-88.9737373,2000.0,"15400 E 100 North Rd, Heyworth, IL  61745",482,Waitlist,,,Yes,"15400 E 100 North Rd, Heyworth, IL 61745, USA",RANGE_INTERPOLATED,street_address,"15400 E 100 North Rd, Heyworth, IL  61745",0.0,,,,291.3707894782336,16566,56,94.67,"POLYGON ((842637.8646326121 4469435.914211465, 842655.3015154414 4469180.953657321, 842506.8542993872 4469167.363804257, 842511.0739367609 4469105.208460601, 842658.5110344607 4469114.906647046, 842689.9561395324 4468640.448813337, 842234.9883114588 4468614.655871628, 842169.2067519557 4469020.521480199, 842125.9881742552 4469300.486770291, 842113.9449898682 4469383.553298935, 842112.1113355088 4469407.886658352, 842637.8646326121 4469435.914211465))"
12,340,1236,ASD MCLEAN IL SOLAR III,ASD McLean IL Solar III LLC,A,40.418659000000005,-88.9782034,2000.0,"2700 County Rd 925 N, c/o John F. Capodice, Bloomington, IL  61705",448,Waitlist,,,Yes,"2700 County Rd 925 N, Bloomington, IL 61705, USA",RANGE_INTERPOLATED,street_address,"2700 County Rd 925 N, c/o John F. Capodice, Bloomington, IL  61705",0.0,,,,283.3341624871699,13595,56,61.45,"POLYGON ((840630.3872613769 4482384.249697377, 840670.4550590534 4482385.750393981, 841241.2991383544 4482411.48927513, 841243.0107023041 4482015.740365761, 841008.0938205144 4482002.701040707, 840765.6194149577 4481985.218134594, 840749.9835544223 4482154.028080071, 840714.3982152585 4482152.625846526, 840679.5514155277 4482155.351671558, 840490.7014946912 4482218.959455204, 840483.5251703688 4482369.34829536, 840486.1868896069 4482369.381941565, 840485.3520825035 4482378.213185649, 840492.1566849509 4482378.676278005, 840534.6004366642 4482379.793829977, 840630.3872613769 4482384.249697377))"
0,80,3665,Finfrock Kirby,Novel Energy Solutions LLC,A,39.926130900000004,-88.8405175,2000.0,"4242 Kirby Rd, Oreana, IL  62554",105,Waitlist,,,Yes,"4242 Kirby Rd, Oreana, IL 62554, USA",ROOFTOP,street_address,"4242 Kirby Rd, Oreana, IL  62554",0.0,,,,2498.1481503350174,12297,57,24.11,"POLYGON ((855393.9167170585 4427829.231658114, 855375.5809190117 4428146.522643938, 855414.7569075734 4428145.709722296, 855447.7434480772 4428147.931942027, 855471.7651118455 4428141.118637862, 855500.6765982083 4428135.725570797, 855523.4672738092 4428136.445054385, 855543.8760708119 4428136.189217278, 855547.3031318563 4428120.473122431, 855538.3118593299 4428108.566747654, 855529.5933459157 4428102.264352091, 855517.3069190204 4428098.008624453, 855496.9033257965 4428095.491088524, 855487.8005517784 4428094.877863778, 855479.4352414417 4428087.801468262, 855487.4539093573 4428077.738455539, 855502.6045079893 4428078.729997491, 855510.874981854 4428074.716111162, 855519.5944942958 4428081.018569505, 855535.3721164212 4428084.366473472, 855550.5316504422 4428084.495589601, 855557.8950783336 4428002.421852827, 855557.4432960122 4427968.937009247, 855562.3150051241 4427944.392902247, 855571.2947277054 4427932.710696694, 855637.7671630729 4427905.879686429, 855703.0358124014 4427891.124220327, 855751.8453602022 4427885.490904818, 855770.2617243413 4427884.959282084, 855786.5291616905 4427881.453962291, 855792.2726321945 4427879.43842733, 855795.5835913194 4427850.533157155, 855797.8520548274 4427780.538586877, 855778.0562171328 4427780.200581461, 855753.9495622036 4427778.576691395, 855722.4025335168 4427773.902647687, 855735.7479487424 4427701.269423239, 855691.7880926559 4427673.38872182, 855623.3968372655 4427711.156528413, 855594.1703074805 4427730.790593234, 855597.5117615085 4427746.064498415, 855595.1672275441 4427763.752198646, 855585.7556458593 4427783.841943206, 855564.26968488 4427803.693333883, 855546.0357597359 4427818.008585644, 855533.3456847055 4427826.940081332, 855523.4754912602 4427845.271849615, 855513.1420982396 4427870.479647052, 855499.0745509458 4427882.772457967, 855485.9268734028 4427889.946052548, 855479.881196561 4427902.779243841, 855470.7521172664 4427901.588248353, 855470.5637099734 4427895.819361752, 855482.3395770355 4427883.372180802, 855501.1854792929 4427868.523163402, 855512.6204904113 4427852.599895899, 855517.1003470393 4427837.358135594, 855523.7579951913 4427823.991140745, 855540.3498449579 4427808.414240196, 855557.2448583152 4427796.88789812, 855568.1770469886 4427788.414000114, 855583.0505706364 4427772.722335669, 855587.9097685129 4427760.385216382, 855588.4578551507 4427743.72754465, 855583.4481327243 4427737.994140651, 855582.0155156108 4427738.956351959, 855523.395682042 4427770.376692702, 855450.1871274662 4427803.995402514, 855393.9167170585 4427829.231658114))"
1,158,1890,"Argenta Solar, LLC","Geronimo Energy, LLC",A,39.99001320000001,-88.8089156,2000.0,"602 E. Broadway Street., Argenta, IL  62501",203,Waitlist,,,Yes,"602 E Broadway St, Argenta, IL 62501, USA",ROOFTOP,street_address,"602 E. Broadway Street., Argenta, IL  62501",0.0,,,,2822.893641482766,4865,57,8.17,"POLYGON ((857938.5472477488 4434975.034615283, 857876.8865563927 4434949.638088671, 857858.7465734804 4434940.200365849, 857828.9242035144 4434929.973634784, 857804.6669213821 4434915.382485956, 857802.4938819202 4434913.602116659, 857757.9863478809 4434871.344824006, 857741.4862460633 4435128.456168341, 857808.8210168383 4435141.026719062, 857840.1071980475 4435142.585183558, 857840.7918677437 4435132.435212418, 857858.5693253258 4435114.51659958, 857889.8343944789 4435083.672715766, 857917.0623371867 4435059.833296412, 857923.0787347349 4435046.219401056, 857924.2768851467 4435028.456931852, 857924.017980407 4435012.240009235, 857925.8504550575 4434994.744121147, 857938.5472477488 4434975.034615283))"
2,222,2170,Oreana Solar,"Geronimo Energy, LLC",A,39.9366695,-88.9035471,2000.0,"4640 E Illiniwick Rd, Oreana, IL  62554",296,Waitlist,,,Yes,"4640 E Illiniwick Rd, Oreana, IL 62554, USA",RANGE_INTERPOLATED,street_address,"4640 E Illiniwick Rd, Oreana, IL  62554",0.0,,,,1007.1170071958795,4048,57,94.83,"POLYGON ((850055.9661753138 4429574.888605928, 850066.9167838949 4429527.402528554, 850086.3540208825 4429444.692088713, 850103.0813873522 4429369.985195036, 850117.1314078146 4429317.646496284, 850126.495937256 4429275.349718879, 850129.6371454413 4429253.512472204, 850128.0368395331 4429197.947712372, 850120.5144049538 4429119.936014576, 850119.3579079753 4429094.969407888, 850126.8918085685 4429069.921069221, 850153.6473837435 4429014.931343311, 850181.8632363817 4428965.551953893, 850184.5313348072 4428955.709218718, 850186.757214662 4428942.496184684, 850187.4609879863 4428899.227458121, 850183.4540775283 4428866.673321262, 850164.0957857382 4428831.907798049, 850138.6168343651 4428802.289037516, 850115.9910705914 4428780.00712756, 849863.0507680983 4428763.372217739, 849859.2035193352 4428844.673485097, 849801.6118143266 4428839.977280332, 849804.5899450418 4428782.998340899, 849774.6980334135 4428779.441007982, 849775.4050118927 4428759.029305701, 849663.7663484339 4428751.507463466, 849611.2510944514 4429543.52085367, 850033.5341915643 4429573.306741008, 850055.9661753138 4429574.888605928))"
0,0,3387,"Viking Solar, LLC","Cypress Creek Renewables, LLC",A,39.397495500000005,-89.9954909,2000.0,"27650 IL-111, Palmyra, IL  62674",1,Accepted,1.0,,Yes,"27650 IL-111, Palmyra, IL 62674, USA",RANGE_INTERPOLATED,street_address,"27650 IL-111, Palmyra, IL  62674",0.0,,,,981.4741871947248,31203,58,41.38,"POLYGON ((759124.3141252331 4365381.62276932, 759124.4568604256 4365363.724509419, 759116.9616367558 4365339.129807008, 759110.8765730119 4365315.813659159, 759103.7807271989 4365307.704108378, 759096.5150881992 4365302.128902415, 759055.7113489792 4365303.229791687, 759057.9056806384 4365270.282480693, 759094.7390109468 4365271.462792746, 759111.9722499512 4365261.155109333, 759126.3490229654 4365235.966558113, 759130.7258200167 4365154.764099635, 759138.2440494855 4365136.517180805, 759137.4011904239 4365134.711161394, 759131.5704298518 4365118.215071335, 759132.2785084172 4365099.125738249, 759134.9656950127 4365058.776713933, 759137.6920282511 4365034.754541597, 759144.6751237395 4365021.036108055, 759144.9104970468 4365015.60569071, 759130.9023858975 4365014.672782226, 759116.8827520643 4365011.550247013, 759090.6587996145 4364994.480779358, 759065.8147743773 4364989.54294279, 759057.8236462793 4364978.066465598, 759056.2238292597 4364952.788059571, 759055.8969510087 4364952.775310486, 759055.9842806732 4364952.62277496, 759056.7875983587 4364940.560385558, 758850.5807620403 4364933.314053127, 758849.2920562995 4364944.448099328, 758848.9082380785 4364944.432560418, 758895.2794166575 4365030.401506682, 758895.1882767782 4365053.69610163, 758889.4490486353 4365057.691585092, 758880.9499934285 4365053.842282266, 758808.6717512161 4364944.121181469, 758806.3170369038 4364931.758315432, 758797.1781809074 4364931.436331935, 758661.437432525 4364926.666890435, 758668.4215739226 4364940.306183531, 758696.7947226788 4365015.726599626, 758729.6279557946 4365144.986726138, 758733.047472932 4365184.324108366, 758734.4859103826 4365193.710491294, 758739.0920476983 4365261.563914936, 758732.6777659683 4365357.872042652, 759124.3141252331 4365381.62276932))"
1,250,3200,"Nassa Solar, LLC","Cypress Creek Renewables, LLC",A,39.397495500000005,-89.9954909,2000.0,"27606 IL-111, Palmyra, IL  62674",332,Waitlist,,,Yes,"27606 IL-111, Palmyra, IL 62674, USA",RANGE_INTERPOLATED,street_address,"27606 IL-111, Palmyra, IL  62674",0.0,,,,981.4741871947248,31203,58,41.38,"POLYGON ((759124.3141252331 4365381.62276932, 759124.4568604256 4365363.724509419, 759116.9616367558 4365339.129807008, 759110.8765730119 4365315.813659159, 759103.7807271989 4365307.704108378, 759096.5150881992 4365302.128902415, 759055.7113489792 4365303.229791687, 759057.9056806384 4365270.282480693, 759094.7390109468 4365271.462792746, 759111.9722499512 4365261.155109333, 759126.3490229654 4365235.966558113, 759130.7258200167 4365154.764099635, 759138.2440494855 4365136.517180805, 759137.4011904239 4365134.711161394, 759131.5704298518 4365118.215071335, 759132.2785084172 4365099.125738249, 759134.9656950127 4365058.776713933, 759137.6920282511 4365034.754541597, 759144.6751237395 4365021.036108055, 759144.9104970468 4365015.60569071, 759130.9023858975 4365014.672782226, 759116.8827520643 4365011.550247013, 759090.6587996145 4364994.480779358, 759065.8147743773 4364989.54294279, 759057.8236462793 4364978.066465598, 759056.2238292597 4364952.788059571, 759055.8969510087 4364952.775310486, 759055.9842806732 4364952.62277496, 759056.7875983587 4364940.560385558, 758850.5807620403 4364933.314053127, 758849.2920562995 4364944.448099328, 758848.9082380785 4364944.432560418, 758895.2794166575 4365030.401506682, 758895.1882767782 4365053.69610163, 758889.4490486353 4365057.691585092, 758880.9499934285 4365053.842282266, 758808.6717512161 4364944.121181469, 758806.3170369038 4364931.758315432, 758797.1781809074 4364931.436331935, 758661.437432525 4364926.666890435, 758668.4215739226 4364940.306183531, 758696.7947226788 4365015.726599626, 758729.6279557946 4365144.986726138, 758733.047472932 4365184.324108366, 758734.4859103826 4365193.710491294, 758739.0920476983 4365261.563914936, 758732.6777659683 4365357.872042652, 759124.3141252331 4365381.62276932))"
2,18,1385,USS Solar Brick LLC,USS Holdings III LLC,A,39.358351500000005,-89.793227,2000.0,"24017 1900 E, Standard City, IL  62640",21,Accepted,1.0,,Yes,"24017 1900 E, Girard, IL 62640, USA",RANGE_INTERPOLATED,street_address,"24017 1900 E, Standard City, IL  62640",0.0,,,,1018.7224663300309,6883,58,41.05,"POLYGON ((776309.627746154 4361096.879211883, 775805.436003344 4361062.588202983, 775724.1679897257 4361063.324494758, 775767.8597244028 4361114.609121685, 775834.2097519161 4361197.946656837, 775881.1158576666 4361277.453315589, 775936.79758778 4361330.818141743, 776014.2917658561 4361409.815285015, 776052.041827607 4361429.092091903, 776109.7391615125 4361458.178930774, 776184.205230165 4361490.083835916, 776236.757412278 4361529.003119516, 776272.9478293948 4361584.205896066, 776290.6082634071 4361586.654241338, 776309.627746154 4361096.879211883))"
