,index,CALCACRES,geometry,index_right,Unnamed: 0,Application ID,Project Name,Name of Approved Vendor,group,lat,lon,Size (kW AC),Address,Ordinal,Lottery Status,Block,Queue Number,Small Subscribers,formatted_address,accuracy,type,clean_add,man_update,town,lat_deg_dec_min,lon_deg_dec_min
266,266,42.86,"POLYGON ((888347.2004693553 4711892.299791771, 888372.6412755549 4711495.2774605, 888054.4796509473 4711470.465441828, 887999.3040763377 4711508.352622584, 887974.8724775237 4711543.314429766, 887965.0442116461 4711636.365621657, 887980.2568930443 4711651.119535202, 887966.0291454638 4711865.594615492, 887961.6464231429 4711931.658509736, 888269.4751999169 4711961.130587437, 888277.4994836055 4711883.900418306, 888347.2004693553 4711892.299791771))",656,656,1514,9403 North Solon - McHenry (North),"Borrego Solar Systems, Inc.",B,42.461874,-88.279363,2000.0,"9403 North Solon Road, Richmond, IL  60071",328,Waitlist,,,Yes,"9403 N North Solon Rd, Richmond, IL 60071, USA",ROOFTOP,street_address,"9403 North Solon Road, Richmond, IL  60071",0.0,,,
267,267,100.15,"POLYGON ((859941.7504294628 4684569.373313604, 859948.392709222 4684517.773801821, 860005.8723309198 4684520.795435969, 860017.1232362613 4684327.871380232, 860060.9578431016 4683676.046775067, 859643.2806754702 4683647.861870443, 859622.95778372 4684050.91431599, 859598.1145301205 4684448.204895823, 859588.4157382161 4684617.604732525, 859579.1161835323 4684762.206390125, 859655.4264540123 4684722.354112454, 859850.1430631132 4684618.802504519, 859941.7504294628 4684569.373313604))",684,684,1998,Blazingstar 1,"OneEnergy Development, LLC",B,42.23079129999999,-88.6407653,2000.0,"22807 Pleasant Grove Road, Marengo, IL  60152",358,Waitlist,,,Yes,"22807 Pleasant Grove Rd, Marengo, IL 60152, USA",RANGE_INTERPOLATED,street_address,"22807 Pleasant Grove Road, Marengo, IL  60152",0.0,,,
268,268,100.15,"POLYGON ((859941.7504294628 4684569.373313604, 859948.392709222 4684517.773801821, 860005.8723309198 4684520.795435969, 860017.1232362613 4684327.871380232, 860060.9578431016 4683676.046775067, 859643.2806754702 4683647.861870443, 859622.95778372 4684050.91431599, 859598.1145301205 4684448.204895823, 859588.4157382161 4684617.604732525, 859579.1161835323 4684762.206390125, 859655.4264540123 4684722.354112454, 859850.1430631132 4684618.802504519, 859941.7504294628 4684569.373313604))",422,422,3253,Blazingstar 2,"OneEnergy Development, LLC",B,42.23079129999999,-88.6407653,2000.0,"22807 Pleasant Grove Road, Marengo, IL  60152",53,Accepted,1.0,,Yes,"22807 Pleasant Grove Rd, Marengo, IL 60152, USA",RANGE_INTERPOLATED,street_address,"22807 Pleasant Grove Road, Marengo, IL  60152",0.0,,,
269,269,48.1,"POLYGON ((865256.3520131202 4685078.752088376, 865237.3532687593 4685060.362835335, 865230.3215660108 4685051.231905623, 865192.0019890604 4685050.44647348, 865185.9252148549 4685041.383935512, 865201.8499481471 4685006.050126408, 865210.5646832687 4684991.315057853, 865238.8004149409 4684999.063928223, 865263.901758862 4685010.428634351, 865296.4160311287 4685023.629554096, 865318.3527561917 4684983.593867457, 865331.6983412383 4684958.832051695, 865283.4358426672 4685008.028227922, 865245.7395433206 4684975.133104553, 865304.5110500681 4684846.218887786, 865205.9361716239 4684804.709381118, 865210.8915186547 4684770.633476883, 865230.3822932872 4684756.70993269, 865244.0818946115 4684754.119660263, 865243.2168103701 4684746.233031819, 865230.3381452988 4684729.932164276, 865217.8644056921 4684722.390998449, 865218.3053263709 4684714.704946674, 865222.2907877772 4684645.215455703, 865267.8278894681 4684596.154109008, 865268.8634029012 4684595.108800123, 865299.5483837292 4684564.175450046, 865214.4145038347 4684559.339262901, 865218.8042983476 4684491.55887551, 865017.4054428905 4684480.460179524, 864991.6218061177 4684526.304146168, 864947.5062145783 4684515.964291893, 864928.8029825684 4684531.23444305, 864897.5604487122 4684533.177276089, 864925.5257951284 4684894.912263759, 864930.4958762187 4684976.085589424, 865036.5005981314 4684974.439827384, 865032.7783596463 4685006.34785598, 865036.9123285384 4685035.986204256, 865046.9167034694 4685058.034518122, 865031.7280261675 4685114.350957794, 865008.8332789401 4685149.709862406, 865028.3415541335 4685180.411004473, 865062.9535757054 4685177.753451252, 865080.3250825086 4685148.379696557, 865098.8930860152 4685138.215088908, 865132.3557185931 4685147.934091581, 865149.0070245159 4685201.495807521, 865179.4258340216 4685174.280534731, 865221.3779537894 4685120.18682765, 865256.3520131202 4685078.752088376))",622,622,963,Coral Community Solar 2,Central Road Energy LLC,B,42.2276979,-88.575822,2000.0,"6903 South Grant Highway, Marengo, IL  60152",289,Waitlist,,18-00875,Yes,"6903 S Grant Hwy, Marengo, IL 60152, USA",ROOFTOP,street_address,"6903 South Grant Highway, Marengo, IL  60152",0.0,,,
270,270,48.1,"POLYGON ((865256.3520131202 4685078.752088376, 865237.3532687593 4685060.362835335, 865230.3215660108 4685051.231905623, 865192.0019890604 4685050.44647348, 865185.9252148549 4685041.383935512, 865201.8499481471 4685006.050126408, 865210.5646832687 4684991.315057853, 865238.8004149409 4684999.063928223, 865263.901758862 4685010.428634351, 865296.4160311287 4685023.629554096, 865318.3527561917 4684983.593867457, 865331.6983412383 4684958.832051695, 865283.4358426672 4685008.028227922, 865245.7395433206 4684975.133104553, 865304.5110500681 4684846.218887786, 865205.9361716239 4684804.709381118, 865210.8915186547 4684770.633476883, 865230.3822932872 4684756.70993269, 865244.0818946115 4684754.119660263, 865243.2168103701 4684746.233031819, 865230.3381452988 4684729.932164276, 865217.8644056921 4684722.390998449, 865218.3053263709 4684714.704946674, 865222.2907877772 4684645.215455703, 865267.8278894681 4684596.154109008, 865268.8634029012 4684595.108800123, 865299.5483837292 4684564.175450046, 865214.4145038347 4684559.339262901, 865218.8042983476 4684491.55887551, 865017.4054428905 4684480.460179524, 864991.6218061177 4684526.304146168, 864947.5062145783 4684515.964291893, 864928.8029825684 4684531.23444305, 864897.5604487122 4684533.177276089, 864925.5257951284 4684894.912263759, 864930.4958762187 4684976.085589424, 865036.5005981314 4684974.439827384, 865032.7783596463 4685006.34785598, 865036.9123285384 4685035.986204256, 865046.9167034694 4685058.034518122, 865031.7280261675 4685114.350957794, 865008.8332789401 4685149.709862406, 865028.3415541335 4685180.411004473, 865062.9535757054 4685177.753451252, 865080.3250825086 4685148.379696557, 865098.8930860152 4685138.215088908, 865132.3557185931 4685147.934091581, 865149.0070245159 4685201.495807521, 865179.4258340216 4685174.280534731, 865221.3779537894 4685120.18682765, 865256.3520131202 4685078.752088376))",530,530,917,Coral Community Solar 1,Central Road Energy LLC,B,42.2276979,-88.575822,2000.0,"6903 South Grant Highway, Marengo, IL  60152",175,Waitlist,,18-00405,Yes,"6903 S Grant Hwy, Marengo, IL 60152, USA",ROOFTOP,street_address,"6903 South Grant Highway, Marengo, IL  60152",0.0,,,
271,271,2.41,"POLYGON ((864674.7799573332 4707892.461186205, 864658.8405197805 4707838.663199521, 864656.9237246891 4707762.450692953, 864622.3536922033 4707760.314981456, 864648.8021068582 4707811.66585668, 864514.9697160088 4707850.992656321, 864538.8950611789 4707889.50507108, 864674.7799573332 4707892.461186205))",675,675,2088,Harvard Solar II - 06766,"Nexamp Solar, LLC",B,42.437306299999996,-88.5684847,2000.0,"19033 Route 173, Harvard, IL  60033",349,Waitlist,,,Yes,"19033 IL-173, Harvard, IL 60033, USA",ROOFTOP,street_address,"19033 Route 173, Harvard, IL  60033",0.0,,,
272,272,2.41,"POLYGON ((864674.7799573332 4707892.461186205, 864658.8405197805 4707838.663199521, 864656.9237246891 4707762.450692953, 864622.3536922033 4707760.314981456, 864648.8021068582 4707811.66585668, 864514.9697160088 4707850.992656321, 864538.8950611789 4707889.50507108, 864674.7799573332 4707892.461186205))",736,736,2086,Harvard Solar I - 06186,"Nexamp Solar, LLC",B,42.437306299999996,-88.5684847,2000.0,"19033 Route 173, Harvard, IL  60033",418,Waitlist,,,Yes,"19033 IL-173, Harvard, IL 60033, USA",ROOFTOP,street_address,"19033 Route 173, Harvard, IL  60033",0.0,,,
273,273,63.22,"POLYGON ((860957.456422518 4688436.091523742, 860986.8170386056 4687954.468955847, 860887.9832590986 4687949.168856802, 860912.9481708109 4687506.594369715, 860922.6795093941 4687335.409009861, 860779.3680397253 4687329.187462324, 860772.6094087986 4687399.545611616, 860724.043550093 4687401.216902605, 860723.5210774621 4687426.678367651, 860675.0057584795 4687425.088617114, 860650.8574480899 4687940.224081379, 860746.9627989198 4687944.182121014, 860746.741824823 4687949.174841953, 860756.6207900463 4687943.702484914, 860757.1641650916 4688012.206991699, 860744.6453441151 4688341.919639748, 860729.2682142553 4688344.291293276, 860726.9786749519 4688396.055979724, 860741.8801489406 4688399.17004751, 860731.8191242295 4688505.552884793, 860722.2652174158 4688502.624627462, 860722.1647824212 4688504.914397879, 860721.957255105 4688509.815711943, 860720.2966182083 4688525.942132059, 860778.5643928067 4688493.554340312, 860915.8872518599 4688444.603724446, 860957.456422518 4688436.091523742))",861,861,1716,Marengo 2,"DG Illinois Solar, LLC",B,42.25974,-88.62587,2000.0,"42.259740, -88.625870, Marengo 60152",26,Accepted,1.0,,Yes,,,,,, Marengo 60152,,
274,274,63.22,"POLYGON ((860957.456422518 4688436.091523742, 860986.8170386056 4687954.468955847, 860887.9832590986 4687949.168856802, 860912.9481708109 4687506.594369715, 860922.6795093941 4687335.409009861, 860779.3680397253 4687329.187462324, 860772.6094087986 4687399.545611616, 860724.043550093 4687401.216902605, 860723.5210774621 4687426.678367651, 860675.0057584795 4687425.088617114, 860650.8574480899 4687940.224081379, 860746.9627989198 4687944.182121014, 860746.741824823 4687949.174841953, 860756.6207900463 4687943.702484914, 860757.1641650916 4688012.206991699, 860744.6453441151 4688341.919639748, 860729.2682142553 4688344.291293276, 860726.9786749519 4688396.055979724, 860741.8801489406 4688399.17004751, 860731.8191242295 4688505.552884793, 860722.2652174158 4688502.624627462, 860722.1647824212 4688504.914397879, 860721.957255105 4688509.815711943, 860720.2966182083 4688525.942132059, 860778.5643928067 4688493.554340312, 860915.8872518599 4688444.603724446, 860957.456422518 4688436.091523742))",899,899,1715,Marengo 1,"DG Illinois Solar, LLC",B,42.25974,-88.62587,2000.0,"42.259740, -88.625870, Marengo 60152",277,Waitlist,,,Yes,,,,,, Marengo 60152,,
275,275,70.85,"POLYGON ((871434.5450072815 4683880.724762553, 871849.3573923898 4683906.111122717, 871870.2978454379 4683504.181652823, 871375.007477992 4683468.540013961, 871103.0884867928 4683672.855520112, 871095.8652211545 4683698.338370153, 871062.4244523984 4683737.714325959, 871008.8239574379 4683773.112902697, 870951.2339473075 4683816.746857355, 870907.5476993008 4683855.777410966, 871434.5450072815 4683880.724762553), (871266.819740449 4683703.501885944, 871252.1630207542 4683730.519588386, 871212.3100889284 4683753.209652171, 871191.9204160622 4683753.046327506, 871180.6037237786 4683712.750802378, 871186.765826917 4683663.428492735, 871225.3055485915 4683639.399797552, 871243.799942581 4683648.35491881, 871260.1148322847 4683652.055990484, 871269.9226140684 4683675.699233732, 871266.819740449 4683703.501885944))",401,401,1571,IL_McHenry_Franks II,"SolAmerica IL, LLC",B,42.215691,-88.497684,2000.0,"7814 Seeman Road, Huntley, IL  60142",30,Accepted,1.0,Q17-00617,Yes,"7814 Seeman Rd, Huntley, IL 60142, USA",ROOFTOP,street_address,"7814 Seeman Road, Huntley, IL  60142",0.0,,,
276,276,35.24,"POLYGON ((872990.0346904937 4707615.196357148, 872994.4988170731 4707578.63909371, 873033.0974207546 4707580.748749231, 873045.5758410087 4707503.553208064, 873163.1833015545 4707500.807318189, 873137.7376746404 4707359.913553324, 872807.4613771057 4707344.611599531, 872726.73020723 4707340.292788018, 872707.0060175005 4707359.426260192, 872702.9934718115 4707470.078357125, 872690.1260868656 4707471.717159479, 872684.8818318371 4707491.747762659, 872659.3268143402 4707492.487832483, 872658.3171233679 4707470.739109426, 872607.2071133358 4707472.219260736, 872602.343201031 4707333.639749165, 872501.8382422558 4707328.2646886, 872488.1036387859 4707592.069404579, 872990.0346904937 4707615.196357148))",505,505,1865,Wonder Lake Solar,"Geronimo Energy, LLC",B,42.429662, -88.464993,2000.0,"12300 County Highway 27, Hebron, IL  60034",147,Waitlist,,,Yes,"Co Hwy 27, Hebron, IL 60034, USA",GEOMETRIC_CENTER,route,"12300 County Highway 27, Hebron, IL  60034",1.0,,,
277,277,35.24,"POLYGON ((872990.0346904937 4707615.196357148, 872994.4988170731 4707578.63909371, 873033.0974207546 4707580.748749231, 873045.5758410087 4707503.553208064, 873163.1833015545 4707500.807318189, 873137.7376746404 4707359.913553324, 872807.4613771057 4707344.611599531, 872726.73020723 4707340.292788018, 872707.0060175005 4707359.426260192, 872702.9934718115 4707470.078357125, 872690.1260868656 4707471.717159479, 872684.8818318371 4707491.747762659, 872659.3268143402 4707492.487832483, 872658.3171233679 4707470.739109426, 872607.2071133358 4707472.219260736, 872602.343201031 4707333.639749165, 872501.8382422558 4707328.2646886, 872488.1036387859 4707592.069404579, 872990.0346904937 4707615.196357148))",698,698,1873,Wonder Lake Solar 2,"Geronimo Energy, LLC",B,42.429662, -88.464993,2000.0,"12300 County Highway 27, Hebron, IL  60034",373,Waitlist,,,Yes,"Co Hwy 27, Hebron, IL 60034, USA",GEOMETRIC_CENTER,route,"12300 County Highway 27, Hebron, IL  60034",1.0,,,
278,278,27.72,"POLYGON ((886267.3283806436 4709734.099612425, 886466.2999976453 4709743.76711164, 886486.2577496974 4709484.543779992, 886494.8993279674 4709346.143397489, 886149.0398130846 4709327.060306554, 886136.1625227006 4709361.476821455, 886111.1826898056 4709487.374422284, 886401.6831488984 4709511.955099069, 886394.2897339612 4709580.299824513, 886332.1446438849 4709580.975645244, 886321.7304517686 4709585.291894462, 886316.5832450141 4709629.404522024, 886372.5512918341 4709638.42450718, 886379.0927279068 4709645.963673956, 886100.638633789 4709620.804111407, 886095.1845926867 4709725.735625768, 886267.3283806436 4709734.099612425))",890,890,1733,Richmond,"DG Illinois Solar, LLC",B,42.44119,-88.30244,2000.0,"42.441190, -88.302440, Richmond 60071",249,Waitlist,,,Yes,,,,,, Richmond 60071,,
279,279,1.59,"POLYGON ((828843.9345734244 4467099.56382553, 828842.680354404 4467128.066738972, 828872.6780759594 4467134.391410238, 828866.049425805 4467210.568253254, 828915.0512313689 4467213.893921475, 828926.8072387718 4467104.932312334, 828843.9345734244 4467099.56382553))",51,51,2159,Heyworth Solar2,"Geronimo Energy, LLC",A,40.289857299999994,-89.1308316,2000.0,"6998 County Rd 50 N, McLean, IL  61754",68,Waitlist,,,Yes,"6998 County Rd 50 N, McLean, IL 61754, USA",RANGE_INTERPOLATED,street_address,"6998 County Rd 50 N, McLean, IL  61754",0.0,,,
280,280,1.59,"POLYGON ((828843.9345734244 4467099.56382553, 828842.680354404 4467128.066738972, 828872.6780759594 4467134.391410238, 828866.049425805 4467210.568253254, 828915.0512313689 4467213.893921475, 828926.8072387718 4467104.932312334, 828843.9345734244 4467099.56382553))",218,218,2157,Heyworth Solar 1,"Geronimo Energy, LLC",A,40.289857299999994,-89.1308316,2000.0,"6998 County Rd 50 N, McLean, IL  61754",290,Waitlist,,,Yes,"6998 County Rd 50 N, McLean, IL 61754, USA",RANGE_INTERPOLATED,street_address,"6998 County Rd 50 N, McLean, IL  61754",0.0,,,
281,281,63.33,"POLYGON ((838792.8392652688 4484635.324230529, 838807.0633842361 4484416.483387363, 838814.4256015901 4484407.530825038, 838816.9253738043 4484350.976233322, 838814.7401223911 4484343.39947737, 838836.2967606871 4484056.515258132, 838827.2348875669 4483951.565481843, 838449.9895969077 4483930.732454558, 838393.5936956985 4484614.571393157, 838563.0696232913 4484624.952186266, 838576.5058528836 4484631.656441553, 838670.8430309476 4484640.394136338, 838681.1355118514 4484642.252789521, 838688.3636295508 4484638.114346111, 838694.8315519108 4484628.134679958, 838701.6926895964 4484612.394326088, 838697.5244400608 4484571.590303758, 838685.0296190458 4484551.058443855, 838662.1638433898 4484529.820501688, 838640.3711505674 4484509.813522252, 838622.9775951154 4484476.2133664, 838632.4809397734 4484438.65597205, 838650.2864511671 4484398.191123523, 838658.5633766244 4484412.647328243, 838659.9270665105 4484426.631865712, 838745.2028167427 4484432.437612752, 838733.0662754227 4484593.691305322, 838734.428868528 4484607.676790344, 838743.8593153093 4484622.211571424, 838758.2911851362 4484631.299413891, 838771.8835267085 4484635.696517758, 838792.8392652688 4484635.324230529))",232,232,1285,Kieser Solar II,"AES DE DevCo NC, LLC",A,40.440428000000004,-89.0077,2000.0,"502 Lutz Rd., Bloomington, IL  61704",307,Waitlist,,,Yes,"502 Lutz Rd, Bloomington, IL 61704, USA",ROOFTOP,street_address,"502 Lutz Rd., Bloomington, IL  61704",0.0,,,
282,282,63.33,"POLYGON ((838792.8392652688 4484635.324230529, 838807.0633842361 4484416.483387363, 838814.4256015901 4484407.530825038, 838816.9253738043 4484350.976233322, 838814.7401223911 4484343.39947737, 838836.2967606871 4484056.515258132, 838827.2348875669 4483951.565481843, 838449.9895969077 4483930.732454558, 838393.5936956985 4484614.571393157, 838563.0696232913 4484624.952186266, 838576.5058528836 4484631.656441553, 838670.8430309476 4484640.394136338, 838681.1355118514 4484642.252789521, 838688.3636295508 4484638.114346111, 838694.8315519108 4484628.134679958, 838701.6926895964 4484612.394326088, 838697.5244400608 4484571.590303758, 838685.0296190458 4484551.058443855, 838662.1638433898 4484529.820501688, 838640.3711505674 4484509.813522252, 838622.9775951154 4484476.2133664, 838632.4809397734 4484438.65597205, 838650.2864511671 4484398.191123523, 838658.5633766244 4484412.647328243, 838659.9270665105 4484426.631865712, 838745.2028167427 4484432.437612752, 838733.0662754227 4484593.691305322, 838734.428868528 4484607.676790344, 838743.8593153093 4484622.211571424, 838758.2911851362 4484631.299413891, 838771.8835267085 4484635.696517758, 838792.8392652688 4484635.324230529))",143,143,1222,Kieser Solar I,"AES DE DevCo NC, LLC",A,40.440428000000004,-89.0077,2000.0,"502 Lutz Rd., Bloomington, IL  61704",184,Waitlist,,,Yes,"502 Lutz Rd, Bloomington, IL 61704, USA",ROOFTOP,street_address,"502 Lutz Rd., Bloomington, IL  61704",0.0,,,
283,283,8.17,"POLYGON ((857938.5472477488 4434975.034615283, 857876.8865563927 4434949.638088671, 857858.7465734804 4434940.200365849, 857828.9242035144 4434929.973634784, 857804.6669213821 4434915.382485956, 857802.4938819202 4434913.602116659, 857757.9863478809 4434871.344824006, 857741.4862460633 4435128.456168341, 857808.8210168383 4435141.026719062, 857840.1071980475 4435142.585183558, 857840.7918677437 4435132.435212418, 857858.5693253258 4435114.51659958, 857889.8343944789 4435083.672715766, 857917.0623371867 4435059.833296412, 857923.0787347349 4435046.219401056, 857924.2768851467 4435028.456931852, 857924.017980407 4435012.240009235, 857925.8504550575 4434994.744121147, 857938.5472477488 4434975.034615283))",158,158,1890,"Argenta Solar, LLC","Geronimo Energy, LLC",A,39.99001320000001,-88.8089156,2000.0,"602 E. Broadway Street., Argenta, IL  62501",203,Waitlist,,,Yes,"602 E Broadway St, Argenta, IL 62501, USA",ROOFTOP,street_address,"602 E. Broadway Street., Argenta, IL  62501",0.0,,,
284,284,24.11,"POLYGON ((855393.9167170585 4427829.231658114, 855375.5809190117 4428146.522643938, 855414.7569075734 4428145.709722296, 855447.7434480772 4428147.931942027, 855471.7651118455 4428141.118637862, 855500.6765982083 4428135.725570797, 855523.4672738092 4428136.445054385, 855543.8760708119 4428136.189217278, 855547.3031318563 4428120.473122431, 855538.3118593299 4428108.566747654, 855529.5933459157 4428102.264352091, 855517.3069190204 4428098.008624453, 855496.9033257965 4428095.491088524, 855487.8005517784 4428094.877863778, 855479.4352414417 4428087.801468262, 855487.4539093573 4428077.738455539, 855502.6045079893 4428078.729997491, 855510.874981854 4428074.716111162, 855519.5944942958 4428081.018569505, 855535.3721164212 4428084.366473472, 855550.5316504422 4428084.495589601, 855557.8950783336 4428002.421852827, 855557.4432960122 4427968.937009247, 855562.3150051241 4427944.392902247, 855571.2947277054 4427932.710696694, 855637.7671630729 4427905.879686429, 855703.0358124014 4427891.124220327, 855751.8453602022 4427885.490904818, 855770.2617243413 4427884.959282084, 855786.5291616905 4427881.453962291, 855792.2726321945 4427879.43842733, 855795.5835913194 4427850.533157155, 855797.8520548274 4427780.538586877, 855778.0562171328 4427780.200581461, 855753.9495622036 4427778.576691395, 855722.4025335168 4427773.902647687, 855735.7479487424 4427701.269423239, 855691.7880926559 4427673.38872182, 855623.3968372655 4427711.156528413, 855594.1703074805 4427730.790593234, 855597.5117615085 4427746.064498415, 855595.1672275441 4427763.752198646, 855585.7556458593 4427783.841943206, 855564.26968488 4427803.693333883, 855546.0357597359 4427818.008585644, 855533.3456847055 4427826.940081332, 855523.4754912602 4427845.271849615, 855513.1420982396 4427870.479647052, 855499.0745509458 4427882.772457967, 855485.9268734028 4427889.946052548, 855479.881196561 4427902.779243841, 855470.7521172664 4427901.588248353, 855470.5637099734 4427895.819361752, 855482.3395770355 4427883.372180802, 855501.1854792929 4427868.523163402, 855512.6204904113 4427852.599895899, 855517.1003470393 4427837.358135594, 855523.7579951913 4427823.991140745, 855540.3498449579 4427808.414240196, 855557.2448583152 4427796.88789812, 855568.1770469886 4427788.414000114, 855583.0505706364 4427772.722335669, 855587.9097685129 4427760.385216382, 855588.4578551507 4427743.72754465, 855583.4481327243 4427737.994140651, 855582.0155156108 4427738.956351959, 855523.395682042 4427770.376692702, 855450.1871274662 4427803.995402514, 855393.9167170585 4427829.231658114))",80,80,3665,Finfrock Kirby,Novel Energy Solutions LLC,A,39.926130900000004,-88.8405175,2000.0,"4242 Kirby Rd, Oreana, IL  62554",105,Waitlist,,,Yes,"4242 Kirby Rd, Oreana, IL 62554, USA",ROOFTOP,street_address,"4242 Kirby Rd, Oreana, IL  62554",0.0,,,
285,285,1.74,"POLYGON ((758713.9479599975 4365675.797758939, 758732.6777659683 4365357.872042652, 758739.0920476983 4365261.563914936, 758734.4859103826 4365193.710491294, 758719.1245539344 4365193.023165915, 758721.2200310057 4365212.934525704, 758719.9496752324 4365291.674543926, 758716.7751572675 4365376.130690464, 758701.7545953828 4365675.171014303, 758713.9479599975 4365675.797758939))",250,250,3200,"Nassa Solar, LLC","Cypress Creek Renewables, LLC",A,39.397495500000005,-89.9954909,2000.0,"27606 IL-111, Palmyra, IL  62674",332,Waitlist,,,Yes,"27606 IL-111, Palmyra, IL 62674, USA",RANGE_INTERPOLATED,street_address,"27606 IL-111, Palmyra, IL  62674",0.0,,,
286,286,1.74,"POLYGON ((758713.9479599975 4365675.797758939, 758732.6777659683 4365357.872042652, 758739.0920476983 4365261.563914936, 758734.4859103826 4365193.710491294, 758719.1245539344 4365193.023165915, 758721.2200310057 4365212.934525704, 758719.9496752324 4365291.674543926, 758716.7751572675 4365376.130690464, 758701.7545953828 4365675.171014303, 758713.9479599975 4365675.797758939))",0,0,3387,"Viking Solar, LLC","Cypress Creek Renewables, LLC",A,39.397495500000005,-89.9954909,2000.0,"27650 IL-111, Palmyra, IL  62674",1,Accepted,1.0,,Yes,"27650 IL-111, Palmyra, IL 62674, USA",RANGE_INTERPOLATED,street_address,"27650 IL-111, Palmyra, IL  62674",0.0,,,
287,287,5.22,"POLYGON ((776318.7400945523 4335926.494888294, 776330.8644856837 4335673.637523971, 776258.8004488661 4335667.96059657, 776252.0228612756 4335816.457384403, 776249.8331250015 4335830.316004921, 776242.0444996138 4335986.386184453, 776238.7541037113 4335997.62580325, 776234.1931865826 4336019.938072519, 776250.8542267827 4336021.61774999, 776255.6111100182 4335967.826841033, 776318.7400945523 4335926.494888294))",308,308,3092,"Corfee Solar, LLC","Cypress Creek Renewables, LLC",A,39.1282021,-89.8039093,2000.0,"18515 Washer Rd, Gillespie, IL  62033",400,Waitlist,,,Yes,"18515 Washer Rd, Gillespie, IL 62033, USA",ROOFTOP,street_address,"18515 Washer Rd, Gillespie, IL  62033",0.0,,,
288,288,28.1,"POLYGON ((786799.9235111806 4292573.426626604, 786728.8418517224 4292565.582686685, 786647.3571222482 4292560.232593741, 786572.5930969962 4292555.646569195, 786554.813240564 4292554.375931231, 786463.653397186 4292547.335987684, 786453.5796211697 4292726.214416787, 786907.6391356739 4292914.539628879, 786917.4970897869 4292706.570751471, 786880.8023741066 4292705.83154697, 786887.3831481471 4292580.167507047, 786799.9235111806 4292573.426626604))",85,85,1886,Highland 1A,"SRE IL REC Administrator 1, LLC",A,38.7356542,-89.7003519,2000.0,"12161 Highland Road, Highland, IL  62249",111,Waitlist,,,Yes,"12161 Highland Rd, Highland, IL 62249, USA",RANGE_INTERPOLATED,street_address,"12161 Highland Road, Highland, IL  62249",0.0,,,
289,289,28.1,"POLYGON ((786799.9235111806 4292573.426626604, 786728.8418517224 4292565.582686685, 786647.3571222482 4292560.232593741, 786572.5930969962 4292555.646569195, 786554.813240564 4292554.375931231, 786463.653397186 4292547.335987684, 786453.5796211697 4292726.214416787, 786907.6391356739 4292914.539628879, 786917.4970897869 4292706.570751471, 786880.8023741066 4292705.83154697, 786887.3831481471 4292580.167507047, 786799.9235111806 4292573.426626604))",202,202,1875,Highland 1,"SRE IL REC Administrator 1, LLC",A,38.735673600000005,-89.7039433,2000.0,"12085 Highland Road, Highland, IL  62249",266,Waitlist,,,Yes,"12085 Highland Rd, Highland, IL 62249, USA",RANGE_INTERPOLATED,street_address,"12085 Highland Road, Highland, IL  62249",0.0,,,
290,290,39.59,"POLYGON ((775654.3676996053 4297968.067275537, 775664.9657321346 4297568.398533806, 775249.9996713992 4297593.357626477, 775235.7362324037 4297896.736468731, 775273.4926533914 4297892.405275237, 775305.2989796895 4297892.224608172, 775309.8210777637 4297892.521848733, 775312.031878094 4297905.82498082, 775314.2649149348 4297921.7176367, 775315.5346502496 4297940.767517369, 775319.0346455518 4297994.188154468, 775654.3676996053 4297968.067275537))",191,191,1862,Marine 1,"SRE IL REC Administrator 1, LLC",A,38.7857152,-89.8287308,2000.0,"10205 State Rte 143, Marine, IL  62061",249,Waitlist,,,Yes,"10205 IL-143, Marine, IL 62061, USA",ROOFTOP,street_address,"10205 State Rte 143, Marine, IL  62061",0.0,,,
