,index,CALCACRES,geometry,index_right,Unnamed: 0,Application ID,Project Name,Name of Approved Vendor,group,lat,lon,Size (kW AC),Address,Ordinal,Lottery Status,Block,Queue Number,Small Subscribers,formatted_address,accuracy,type,clean_add,man_update,town,lat_deg_dec_min,lon_deg_dec_min
291,291,123.88,"POLYGON ((757927.4246273222 4290338.712331307, 757951.1386369943 4290329.186539701, 758112.4998054064 4290335.012291353, 758268.8015816307 4290340.655249177, 758261.4803525113 4290244.83606757, 758240.8706248641 4290207.250652825, 758211.6520967614 4290153.964196511, 758237.4700568463 4290039.589449292, 758224.8462641824 4289959.89315112, 758219.722051987 4289992.144703907, 758199.4016078031 4290030.245298536, 758154.9517823834 4290050.564869808, 758128.7990611524 4290023.395516621, 758187.2189897673 4289773.205171639, 758160.6664352537 4289764.814397967, 758347.3564298332 4289472.713747181, 758367.6001325409 4289378.242712989, 757901.1364239821 4289318.30283297, 757893.5163291337 4289198.923064847, 757462.9850839478 4289196.382185516, 757448.3807126235 4289510.073506751, 757441.7172600408 4289766.608700436, 757448.9604031525 4289763.892378263, 757451.6174339171 4289762.511496314, 757452.8869030993 4289643.130507442, 757490.9876934607 4289624.080788709, 757632.3453136419 4289712.744489006, 757726.3258357343 4289780.0545157, 757753.8778782163 4289712.98068023, 757772.0461684415 4289630.194112226, 757786.897684223 4289560.580055324, 757800.8683336267 4289522.480716236, 757855.8657757803 4289522.244094633, 757863.0980119089 4289598.680927383, 757823.7282360545 4289754.890837685, 757791.9784891069 4289817.121583354, 758058.6788563593 4289994.922670616, 758070.108473434 4290219.713044321, 757962.1581482665 4290325.121757837, 757741.5167821827 4290323.868676647, 757740.5921981758 4290323.863102729, 757738.004425225 4290323.715286625, 757743.273778301 4290334.902023262, 757927.4246273222 4290338.712331307))",53,53,1160,Bommarito Solar II,"AES DE DevCo NC, LLC",A,38.716640999999996,-90.0370341,2000.0,"Off Dublin Dr., Pontoon Beach, IL  62040",70,Waitlist,,,Yes,"Dublin Dr, Pontoon Beach, IL 62040, USA",GEOMETRIC_CENTER,route,"Dublin Dr., Pontoon Beach, IL  62040",0.0,,,
292,292,123.88,"POLYGON ((757927.4246273222 4290338.712331307, 757951.1386369943 4290329.186539701, 758112.4998054064 4290335.012291353, 758268.8015816307 4290340.655249177, 758261.4803525113 4290244.83606757, 758240.8706248641 4290207.250652825, 758211.6520967614 4290153.964196511, 758237.4700568463 4290039.589449292, 758224.8462641824 4289959.89315112, 758219.722051987 4289992.144703907, 758199.4016078031 4290030.245298536, 758154.9517823834 4290050.564869808, 758128.7990611524 4290023.395516621, 758187.2189897673 4289773.205171639, 758160.6664352537 4289764.814397967, 758347.3564298332 4289472.713747181, 758367.6001325409 4289378.242712989, 757901.1364239821 4289318.30283297, 757893.5163291337 4289198.923064847, 757462.9850839478 4289196.382185516, 757448.3807126235 4289510.073506751, 757441.7172600408 4289766.608700436, 757448.9604031525 4289763.892378263, 757451.6174339171 4289762.511496314, 757452.8869030993 4289643.130507442, 757490.9876934607 4289624.080788709, 757632.3453136419 4289712.744489006, 757726.3258357343 4289780.0545157, 757753.8778782163 4289712.98068023, 757772.0461684415 4289630.194112226, 757786.897684223 4289560.580055324, 757800.8683336267 4289522.480716236, 757855.8657757803 4289522.244094633, 757863.0980119089 4289598.680927383, 757823.7282360545 4289754.890837685, 757791.9784891069 4289817.121583354, 758058.6788563593 4289994.922670616, 758070.108473434 4290219.713044321, 757962.1581482665 4290325.121757837, 757741.5167821827 4290323.868676647, 757740.5921981758 4290323.863102729, 757738.004425225 4290323.715286625, 757743.273778301 4290334.902023262, 757927.4246273222 4290338.712331307))",30,30,1003,Bommarito Solar I,"AES DE DevCo NC, LLC",A,38.716640999999996,-90.0370341,2000.0,"Off Dublin Dr., Pontoon Beach, IL  62040",37,Waitlist,,,Yes,"Dublin Dr, Pontoon Beach, IL 62040, USA",GEOMETRIC_CENTER,route,"Dublin Dr., Pontoon Beach, IL  62040",0.0,,,
293,293,79.0,"POLYGON ((760796.0001800403 4300930.631686957, 760816.3200397345 4300930.632354232, 760841.7212424637 4300933.172014636, 760872.1997497048 4300934.442173665, 760939.5807472195 4300939.343224558, 760942.0503733796 4300939.521700833, 760952.850007517 4300638.625888302, 760959.7338964342 4300488.691500247, 760961.3784755116 4300452.883011636, 760913.1189889237 4300438.912674118, 760835.6485177989 4300413.512626514, 760750.5578386337 4300398.273472559, 760734.8235240004 4300391.894104952, 760729.1385820917 4300407.812387273, 760729.6900522556 4300427.41890906, 760744.5562848964 4300462.021253609, 760746.1290512048 4300508.276348936, 760744.081891041 4300519.349908452, 760735.3186044176 4300524.002834125, 760722.2980295124 4300529.784796508, 760714.7743875257 4300533.904925493, 760703.0532055635 4300541.704517679, 760683.143779638 4300543.692176533, 760668.4850927555 4300546.024177225, 760657.3251776355 4300545.290180267, 760652.9891333199 4300541.049458269, 760643.8331974759 4300529.898500463, 760617.4875778884 4300529.48357581, 760601.7757085823 4300527.791775489, 760600.4025087941 4300508.581207815, 760577.5591779554 4300495.020782154, 760619.587071794 4300449.168067519, 760647.8559357349 4300428.629966916, 760685.5774638518 4300426.494923803, 760716.7851959461 4300433.163399686, 760723.7117672199 4300398.016092204, 760700.6411279794 4300387.926256929, 760654.2906713344 4300380.92331003, 760641.8346899538 4300383.454325334, 760638.0254695357 4300383.454338252, 760626.5948158572 4300383.45418009, 760616.4348267306 4300387.26463294, 760599.7838568639 4300389.611944743, 760579.4643990891 4300392.15091668, 760568.0346029354 4300407.390683865, 760522.3145403545 4300420.090586476, 760457.0949371762 4300428.273024463, 760455.9176386858 4300426.212319249, 760421.6270783942 4300421.132964247, 760379.7175353968 4300422.401273087, 760376.2006197659 4300426.505308234, 760363.7076675959 4300423.717418054, 760264.6473877146 4300828.848693335, 760255.7581989869 4300858.057169275, 760255.7581597315 4300915.208243961, 760300.9772821721 4300926.593685685, 760390.2335921342 4300926.822440168, 760488.0238009128 4300925.552065872, 760592.5025804534 4300927.298181958, 760627.8981508488 4300927.889604902, 760640.0671467222 4300927.863245402, 760742.9378706799 4300929.133778158, 760796.0001800403 4300930.631686957))",1,1,1792,Edwardsville Solar II 06777,"Nexamp Solar, LLC",A,38.8161946,-89.9982975,2000.0,"5729 New Poag Road, Edwardsville, IL  62025",2,Accepted,1.0,1,Yes,"5729 New Poag Rd, Edwardsville, IL 62025, USA",ROOFTOP,street_address,"5729 New Poag Road, Edwardsville, IL  62025",0.0,,,
294,294,79.0,"POLYGON ((760796.0001800403 4300930.631686957, 760816.3200397345 4300930.632354232, 760841.7212424637 4300933.172014636, 760872.1997497048 4300934.442173665, 760939.5807472195 4300939.343224558, 760942.0503733796 4300939.521700833, 760952.850007517 4300638.625888302, 760959.7338964342 4300488.691500247, 760961.3784755116 4300452.883011636, 760913.1189889237 4300438.912674118, 760835.6485177989 4300413.512626514, 760750.5578386337 4300398.273472559, 760734.8235240004 4300391.894104952, 760729.1385820917 4300407.812387273, 760729.6900522556 4300427.41890906, 760744.5562848964 4300462.021253609, 760746.1290512048 4300508.276348936, 760744.081891041 4300519.349908452, 760735.3186044176 4300524.002834125, 760722.2980295124 4300529.784796508, 760714.7743875257 4300533.904925493, 760703.0532055635 4300541.704517679, 760683.143779638 4300543.692176533, 760668.4850927555 4300546.024177225, 760657.3251776355 4300545.290180267, 760652.9891333199 4300541.049458269, 760643.8331974759 4300529.898500463, 760617.4875778884 4300529.48357581, 760601.7757085823 4300527.791775489, 760600.4025087941 4300508.581207815, 760577.5591779554 4300495.020782154, 760619.587071794 4300449.168067519, 760647.8559357349 4300428.629966916, 760685.5774638518 4300426.494923803, 760716.7851959461 4300433.163399686, 760723.7117672199 4300398.016092204, 760700.6411279794 4300387.926256929, 760654.2906713344 4300380.92331003, 760641.8346899538 4300383.454325334, 760638.0254695357 4300383.454338252, 760626.5948158572 4300383.45418009, 760616.4348267306 4300387.26463294, 760599.7838568639 4300389.611944743, 760579.4643990891 4300392.15091668, 760568.0346029354 4300407.390683865, 760522.3145403545 4300420.090586476, 760457.0949371762 4300428.273024463, 760455.9176386858 4300426.212319249, 760421.6270783942 4300421.132964247, 760379.7175353968 4300422.401273087, 760376.2006197659 4300426.505308234, 760363.7076675959 4300423.717418054, 760264.6473877146 4300828.848693335, 760255.7581989869 4300858.057169275, 760255.7581597315 4300915.208243961, 760300.9772821721 4300926.593685685, 760390.2335921342 4300926.822440168, 760488.0238009128 4300925.552065872, 760592.5025804534 4300927.298181958, 760627.8981508488 4300927.889604902, 760640.0671467222 4300927.863245402, 760742.9378706799 4300929.133778158, 760796.0001800403 4300930.631686957))",126,126,2093,Edwardsville Solar I - 06295,"EDWARDSVILLE SOLAR I, LLC",A,38.8161946,-89.9982975,2000.0,"5729 New Poag Road, Edwardsville, IL  62025",162,Waitlist,,,Yes,"5729 New Poag Rd, Edwardsville, IL 62025, USA",ROOFTOP,street_address,"5729 New Poag Road, Edwardsville, IL  62025",0.0,,,
295,295,21.97,"POLYGON ((840540.898038463 4275480.633560599, 840542.7993396757 4275464.589024999, 840544.0977202908 4275418.7192495, 840535.2595096381 4275397.716753467, 840525.5187630142 4275377.50690236, 840496.2348108956 4275357.859382126, 840481.2012090059 4275352.481083794, 840328.5057702343 4275343.876480439, 840314.0546154415 4275736.638816545, 840363.9491908466 4275751.932908447, 840524.9456652851 4275808.733456907, 840526.2065924266 4275795.532117131, 840529.751674877 4275721.871342446, 840530.380153121 4275614.895447115, 840533.0506137706 4275574.581649091, 840523.6341420456 4275562.219632065, 840524.8790048629 4275543.190894494, 840529.7636299545 4275526.948292826, 840534.7312420812 4275509.437106481, 840540.5524837092 4275498.351821931, 840540.898038463 4275480.633560599))",37,37,952,OYA Community Beach Road-B,"OYA Solar IL, L.P.",A,38.5622099,-89.0942769,2000.0,"1049 Community Beach Road, Centralia, IL  62801",47,Waitlist,,,Yes,"1049 Community Beach Rd, Centralia, IL 62801, USA",RANGE_INTERPOLATED,street_address,"1049 Community Beach Road, Centralia, IL  62801",0.0,,,
296,296,21.97,"POLYGON ((840540.898038463 4275480.633560599, 840542.7993396757 4275464.589024999, 840544.0977202908 4275418.7192495, 840535.2595096381 4275397.716753467, 840525.5187630142 4275377.50690236, 840496.2348108956 4275357.859382126, 840481.2012090059 4275352.481083794, 840328.5057702343 4275343.876480439, 840314.0546154415 4275736.638816545, 840363.9491908466 4275751.932908447, 840524.9456652851 4275808.733456907, 840526.2065924266 4275795.532117131, 840529.751674877 4275721.871342446, 840530.380153121 4275614.895447115, 840533.0506137706 4275574.581649091, 840523.6341420456 4275562.219632065, 840524.8790048629 4275543.190894494, 840529.7636299545 4275526.948292826, 840534.7312420812 4275509.437106481, 840540.5524837092 4275498.351821931, 840540.898038463 4275480.633560599))",244,244,948,OYA Community Beach Rd-A,"OYA Solar IL, L.P.",A,38.564933200000006,-89.0930391,2000.0,"1047 Community Beach Road, Centralia, IL  62801",323,Waitlist,,,Yes,"1047 Community Beach Rd, Centralia, IL 62801, USA",ROOFTOP,street_address,"1047 Community Beach Road, Centralia, IL  62801",0.0,,,
297,297,3.44,"POLYGON ((843475.768892411 4271113.386965853, 843482.9094449953 4271119.114425031, 843502.2812669417 4271133.155256544, 843530.5844572391 4271148.532264803, 843564.7265039084 4271166.545101197, 843571.0451964019 4271115.856452349, 843597.2528958598 4271105.538140171, 843610.4932450999 4271090.094635235, 843611.8862998696 4271068.781549069, 843609.418719765 4271044.158393605, 843609.9726537373 4271030.618381394, 843479.5531709341 4271023.318955672, 843475.768892411 4271113.386965853))",265,265,958,OYA Schwartz Road-A,"OYA Solar IL, L.P.",A,38.521409000000006,-89.0596078,2000.0,"1370 Schwartz Road, Centralia, IL  62801",347,Waitlist,,,Yes,"1370 Schwartz Rd, Centralia, IL 62801, USA",RANGE_INTERPOLATED,street_address,"1370 Schwartz Road, Centralia, IL  62801",0.0,,,
298,298,10.88,"POLYGON ((843609.9726537373 4271030.618381394, 843692.4044003694 4271032.670569979, 843692.4725581151 4271031.05988156, 843702.5859458934 4270827.408284156, 843691.235357415 4270826.939299091, 843486.7360360619 4270818.473193273, 843485.2598095806 4270884.574320702, 843479.5531709341 4271023.318955672, 843609.9726537373 4271030.618381394))",363,363,1032,OYA Schwartz-B,"OYA Solar IL, L.P.",A,38.5212549,-89.0596052,2000.0,"1354 Schwartz Road, Centralia, IL  62801",475,Waitlist,,,Yes,"1354 Schwartz Rd, Centralia, IL 62801, USA",RANGE_INTERPOLATED,street_address,"1354 Schwartz Road, Centralia, IL  62801",0.0,,,
299,299,82.32,"POLYGON ((804820.078273323 4560741.950875061, 805018.8416174324 4560748.724744467, 805022.8480221089 4560741.515667538, 805110.1903732951 4560537.357610188, 805179.0400773655 4560324.280202808, 805258.1025772821 4560032.684090696, 805244.6350338443 4560029.439296649, 805207.2130261149 4560017.938710336, 805197.440519206 4559985.144574925, 805172.7088225402 4559950.923519679, 804786.0653364952 4559936.645585129, 804758.0960965625 4559943.975734979, 804746.8985690398 4559964.877344189, 804732.4091188109 4560253.249511447, 804835.6554349301 4560261.072806772, 804834.2973156681 4560299.194848276, 804826.693574597 4560316.11574333, 804804.4344856378 4560344.265898637, 804728.6831893998 4560338.611617153, 804714.8137132019 4560737.572468631, 804820.078273323 4560741.950875061))",820,820,2269,Illinois River Solar,"Illinois River Solar, LLC",A,41.133763,-89.364705,2000.0,"41.133763°N, 89.364705°W, Henry 61537",294,Waitlist,,,Yes,,,,,, Henry 61537,,
300,300,38.17,"POLYGON ((804174.2277372765 4558677.506184389, 804192.8637547913 4558422.289726915, 804115.4399252497 4558418.220940291, 804118.1054036198 4558281.95292665, 804119.7228574998 4558268.893792661, 804106.8268680139 4558268.415003221, 803922.2132401492 4558261.562462755, 803837.9862831547 4558258.436553198, 803685.179475483 4558254.09312678, 803580.8461153035 4558251.128211064, 803571.751411534 4558448.474927213, 803981.0921998068 4558464.5834241, 803968.1246524015 4558671.778362376, 804174.2277372765 4558677.506184389))",830,830,1903,Henry Solar,"Henry Solar, LLC",A,41.1209983,-89.378083,2000.0,"41.1209983°N, 89.378083°W, Henry 61537",355,Waitlist,,,Yes,,,,,, Henry 61537,,
301,301,100.94,"POLYGON ((804124.2939750523 4549281.064176533, 804130.3652581305 4549268.472371288, 804153.8364348457 4549168.182008978, 804203.4511421123 4548983.328039986, 804214.7285373942 4548941.308271011, 804218.9600549462 4548925.545510386, 804244.2241354064 4548854.677680904, 804261.1400974186 4548812.53181797, 804267.8923541235 4548785.178310393, 804214.0810044527 4548782.316361183, 804193.5981950026 4548781.227105827, 804074.3542101929 4548774.884072186, 804019.9293479167 4548772.324891971, 804003.2060664945 4548771.538793368, 803705.9270502182 4548757.560439601, 803700.4014017631 4548864.532085866, 803301.8733459434 4548843.44296498, 803287.0327606492 4549206.732633253, 803295.5153935398 4549231.519682006, 803307.5828292572 4549241.268914255, 803341.7260858028 4549244.895341651, 803593.1888082214 4549255.85303535, 804124.2939750523 4549281.064176533))",761,761,2350,Hopewell Solar,"Hopewell Solar, LLC",A,41.03441,-89.381865,2000.0,"41.03441°N, 89.381865°W, Lacon 61540",62,Waitlist,,,Yes,,,,,, Lacon 61540,,
302,302,17.34,"POLYGON ((805301.4225120974 4548725.184190642, 805303.785216993 4548682.9708963, 805307.5700032243 4548615.355506845, 805312.8619353891 4548531.075270587, 805267.354830232 4548524.605005079, 805149.7647953511 4548528.168944424, 805147.9428531255 4548606.123248144, 804919.2572802339 4548652.786212657, 804913.3224704011 4548812.882670531, 805089.201042091 4548830.095769882, 805101.0482556608 4548824.542787185, 805102.358520309 4548805.525355942, 805091.9913239332 4548715.640796157, 805301.4225120974 4548725.184190642))",827,827,4841,Palm CSG 2,"St. Clair Solar, LLC",A,41.0325694444444,-89.3713361111111,2000.0,"41° 1'57.25""N,89°22'16.81""W, Lacon 61540",327,Waitlist,,,Yes,,,,,, Lacon 61540,,
303,303,5.55,"POLYGON ((802791.1397975974 4547900.794781494, 802782.7420175585 4548044.771561107, 802986.9933602409 4548052.513356812, 802989.8899015733 4547963.83187467, 802870.2564441778 4547957.81118786, 802874.8429926259 4547909.722343124, 802791.1397975974 4547900.794781494))",107,107,3589,Lacon (a),"Illinois PV Lacon, LLC",A,41.0270761,-89.3964937,2000.0,"1218 9th Street, Lacon, IL  61540",139,Waitlist,,,Yes,"1218 9th St, Lacon, IL 61540, USA",ROOFTOP,premise,"1218 9th Street, Lacon, IL  61540",0.0,,,
304,304,5.55,"POLYGON ((802791.1397975974 4547900.794781494, 802782.7420175585 4548044.771561107, 802986.9933602409 4548052.513356812, 802989.8899015733 4547963.83187467, 802870.2564441778 4547957.81118786, 802874.8429926259 4547909.722343124, 802791.1397975974 4547900.794781494))",114,114,3591,Lacon (b),"Illinois PV Lacon, LLC",A,41.0270761,-89.3964937,2000.0,"1218 9th Street, Lacon, IL  61540",147,Waitlist,,,Yes,"1218 9th St, Lacon, IL 61540, USA",ROOFTOP,premise,"1218 9th Street, Lacon, IL  61540",0.0,,,
305,305,36.51,"POLYGON ((802490.7573765641 4548765.173133274, 802595.1180573516 4548769.819812133, 802899.6063952192 4548783.378380401, 802916.3981906143 4548551.490830074, 802456.9068496774 4548521.872065772, 802466.3769123754 4548564.137816183, 802467.822942416 4548598.630181821, 802462.0969687585 4548626.259396756, 802452.8740711706 4548630.719190299, 802440.8949705088 4548619.703431278, 802433.5926895272 4548596.271844821, 802345.5913683664 4548597.851703866, 802335.3253308323 4548533.961773035, 802229.8874766589 4548544.445544252, 802238.3837574043 4548753.934376582, 802490.7573765641 4548765.173133274))",812,812,4845,Schulte CSG 1,"St. Clair Solar, LLC",A,41.03295,-89.4030527777778,2000.0,"41° 1'58.62""N,89°24'10.99""W, Magnolia 61136",269,Waitlist,,,Yes,,,,,, Magnolia 61136,,
306,306,13.73,"POLYGON ((802916.3981906143 4548551.490830074, 802925.5020605532 4548425.754866509, 802774.064536782 4548411.246551005, 802662.6781939468 4548403.563693524, 802634.0901764082 4548426.982044189, 802611.1366941613 4548426.194056291, 802558.2055608012 4548434.447976002, 802533.1279207694 4548441.446344569, 802519.976270773 4548436.574421905, 802522.324886576 4548417.683302621, 802513.4344640216 4548414.63853904, 802442.9665928454 4548416.885940889, 802456.9068496774 4548521.872065772, 802916.3981906143 4548551.490830074))",768,768,2189,Fulton Street Solar,"Fulton Street Solar, LLC",A,41.031397,-89.39923,2000.0,"41.031397°N, 89.399230°W, Lacon 61540",96,Waitlist,,,Yes,,,,,, Lacon 61540,,
307,307,17.65,"POLYGON ((801786.0720740145 4546647.329709953, 801790.8319585241 4546571.532944319, 801793.9155678694 4546514.132831765, 801806.6239672884 4546298.276963305, 801604.6964529101 4546289.170934996, 801585.6551874557 4546609.911333933, 801612.3714027016 4546611.007114697, 801628.4159121043 4546618.481074083, 801639.1308069795 4546666.349228806, 801661.3395664664 4546676.795328632, 801691.4588837475 4546664.858034628, 801722.0157818333 4546646.581915546, 801786.0720740145 4546647.329709953))",847,847,2277,Lacon Solar,"Lacon Solar, LLC",A,41.013657,-89.412165,2000.0,"41.013657°N, 89.412165°W, Lacon 61540",430,Waitlist,,,Yes,,,,,, Lacon 61540,,
